module_id,id,name,shortdescription,description,content,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date,combined_text,studycredit_normalized,interests_match_score_normalized,popularity_score_normalized,estimated_difficulty_normalized,available_spots_normalized,cluster
83,264,Module 4.1/4.2: Circulair Constructief Ontwerpen (Bestaande minor),"Duurzaamheid, circulariteit, footprint, (biobased) materiaal (her)gebruik",Een keuzemodule constructief ontwerpen waarbij wordt gekeken hoe om te gaan met circulariteit van grondstoffen en materialen voor een lager milieu-impact  door materiaalgebruik in het domein van de gebouwde omgeving.,Een keuzemodule constructief ontwerpen waarbij wordt gekeken hoe om te gaan met circulariteit van grondstoffen en materialen voor een lager milieu-impact  door materiaalgebruik in het domein van de gebouwde omgeving.,30,Den Bosch,100,NLQF6,Het kunnen opstellen van contructieve ontwerpen waarbij rekening wordt gehouden met (biobased) materiaal (her)gebruik voor nu en in de toekomst.,"['duurzaamheid', 'circulariteit', 'footprint', 'biobased', 'materiaal', 'hergebruik']",0.52,137,2,51,2025-09-07,"module 4.1/4.2: circulair constructief ontwerpen (bestaande minor) duurzaamheid, circulariteit, footprint, (biobased) materiaal (her)gebruik een keuzemodule constructief ontwerpen waarbij wordt gekeken hoe om te gaan met circulariteit van grondstoffen en materialen voor een lager milieu-impact  door materiaalgebruik in het domein van de gebouwde omgeving. een keuzemodule constructief ontwerpen waarbij wordt gekeken hoe om te gaan met circulariteit van grondstoffen en materialen voor een lager milieu-impact  door materiaalgebruik in het domein van de gebouwde omgeving. ['duurzaamheid', 'circulariteit', 'footprint', 'biobased', 'materiaal', 'hergebruik']",1.0,0.34375000000000006,0.25918367346938775,0.25,0.5166666666666666,7
84,265,Module 4.1/4.2: CO2 Negatief Ontwerpen (bestaande minor),"Duurzaamheid, Footprint, Milieu-impact, Ruimtelijk Ontwerp, Biobased bouwen","Een keuzemodule ruimtelijk ontwerpen rondom de transitie naar bouwen met biobased materialen, de ketenintegratie met de producenten van snel hernieuwbare grondstoffen en de reductie van de milieu-impact van materiaalgebruik in het domein van de gebouwde omgeving.","Een keuzemodule ruimtelijk ontwerpen rondom de transitie naar bouwen met biobased materialen, de ketenintegratie met de producenten van snel hernieuwbare grondstoffen en de reductie van de milieu-impact van materiaalgebruik in het domein van de gebouwde omgeving.",30,Tilburg,97,NLQF6,volgt,"['duurzaamheid', 'footprint', 'milieuimpact', 'ruimtelijk', 'ontwerp', 'biobased', 'bouwen']",0.34,27,5,66,2025-09-03,"module 4.1/4.2: co2 negatief ontwerpen (bestaande minor) duurzaamheid, footprint, milieu-impact, ruimtelijk ontwerp, biobased bouwen een keuzemodule ruimtelijk ontwerpen rondom de transitie naar bouwen met biobased materialen, de ketenintegratie met de producenten van snel hernieuwbare grondstoffen en de reductie van de milieu-impact van materiaalgebruik in het domein van de gebouwde omgeving. een keuzemodule ruimtelijk ontwerpen rondom de transitie naar bouwen met biobased materialen, de ketenintegratie met de producenten van snel hernieuwbare grondstoffen en de reductie van de milieu-impact van materiaalgebruik in het domein van de gebouwde omgeving. ['duurzaamheid', 'footprint', 'milieuimpact', 'ruimtelijk', 'ontwerp', 'biobased', 'bouwen']",1.0,0.06250000000000006,0.034693877551020415,1.0,0.7666666666666668,7
85,266,Module 4.1/4.2: Disruptive Events: Migration Policy and Practice ,"Migration, Resilience, Crisis Response, Risk Management, Policy Management","In this module students dive into one of the main issues that has caused disruption in Europe in recent years: migration. Courses are focused on governance and policy; radicalization and terrorism; and ethics. During 2 field trips abroad, students conduct participatory research in refugee camps (such as Athens, Calais, Palermo).","In this module students dive into one of the main issues that has caused disruption in Europe in recent years: migration. Courses are focused on governance and policy; radicalization and terrorism; and ethics. During 2 field trips abroad, students conduct participatory research in refugee camps (such as Athens, Calais, Palermo).",15,Tilburg,101,NLQF6,Nog te bepalen,"['migration', 'resilience', 'crisis', 'response', 'risk', 'management', 'policy', 'management']",0.5,290,3,68,2025-12-20,"module 4.1/4.2: disruptive events: migration policy and practice  migration, resilience, crisis response, risk management, policy management in this module students dive into one of the main issues that has caused disruption in europe in recent years: migration. courses are focused on governance and policy; radicalization and terrorism; and ethics. during 2 field trips abroad, students conduct participatory research in refugee camps (such as athens, calais, palermo). in this module students dive into one of the main issues that has caused disruption in europe in recent years: migration. courses are focused on governance and policy; radicalization and terrorism; and ethics. during 2 field trips abroad, students conduct participatory research in refugee camps (such as athens, calais, palermo). ['migration', 'resilience', 'crisis', 'response', 'risk', 'management', 'policy', 'management']",0.0,0.31250000000000006,0.5714285714285715,0.5,0.8,4
86,267,Module 4.1/4.2: Drowning cities (bestaande minor),"Ruimtelijk Ontwerp, Globale en nationale Waterproblematiek, Biobased Bouwen, multicultureel","An interdisciplinary team of student (urban planner, architect and civil/water-manager) work together to deal with the threat of water to inhabited places globally. Floodings and droughts , are a worldwide problem to the livelihood of a large number of people on this planet. Students will work together with a peer team in Vietnam to come with sustainable and floodproof solutions to urbanized areas.","An interdisciplinary team of student (urban planner, architect and civil/water-manager) work together to deal with the threat of water to inhabited places globally. Floodings and droughts , are a worldwide problem to the livelihood of a large number of people on this planet. Students will work together with a peer team in Vietnam to come with sustainable and floodproof solutions to urbanized areas.",30,Tilburg,94,NLQF6,"1. Developing skills in design and research and working as an expert in a team of experts.2. Coming up with and testing innovative design solutions to embrace water instead of fighting it.3. By identifying stakeholders and understanding their interests and by understanding flood management, you will be able to translate design requirements into an architectural ,spatial and water proposal.4. By understanding what the Dutch Approach entails, you will be able to test its principles while exploring water and liveability problems abroad. 5. By understanding the problem of climate change in relation to the building industry, you will be able to make sustainable design decisions","['ruimtelijk', 'ontwerp', 'globale', 'en', 'nationale', 'waterproblematiek', 'biobased', 'bouwen', 'multicultureel']",0.51,499,5,30,2025-09-23,"module 4.1/4.2: drowning cities (bestaande minor) ruimtelijk ontwerp, globale en nationale waterproblematiek, biobased bouwen, multicultureel an interdisciplinary team of student (urban planner, architect and civil/water-manager) work together to deal with the threat of water to inhabited places globally. floodings and droughts , are a worldwide problem to the livelihood of a large number of people on this planet. students will work together with a peer team in vietnam to come with sustainable and floodproof solutions to urbanized areas. an interdisciplinary team of student (urban planner, architect and civil/water-manager) work together to deal with the threat of water to inhabited places globally. floodings and droughts , are a worldwide problem to the livelihood of a large number of people on this planet. students will work together with a peer team in vietnam to come with sustainable and floodproof solutions to urbanized areas. ['ruimtelijk', 'ontwerp', 'globale', 'en', 'nationale', 'waterproblematiek', 'biobased', 'bouwen', 'multicultureel']",1.0,0.32812500000000006,0.9979591836734694,1.0,0.16666666666666669,4
87,268,Module 4.1/4.2: Infrastructuur (Bestaande minor: doorontwikkelen),"Infrastructuur, aanbesteden, verduurzamen, co2 reductie",Studenten  maken een aanbesteding mee waarin ze in de rol van aannemer een aanbieding moeten maken voor het realiseren van een stuk snelweg.,Studenten  maken een aanbesteding mee waarin ze in de rol van aannemer een aanbieding moeten maken voor het realiseren van een stuk snelweg.,30,Den Bosch,102,NLQF6,n.n.b.,"['infrastructuur', 'aanbesteden', 'verduurzamen', 'co2', 'reductie']",0.77,232,4,40,2025-12-19,"module 4.1/4.2: infrastructuur (bestaande minor: doorontwikkelen) infrastructuur, aanbesteden, verduurzamen, co2 reductie studenten  maken een aanbesteding mee waarin ze in de rol van aannemer een aanbieding moeten maken voor het realiseren van een stuk snelweg. studenten  maken een aanbesteding mee waarin ze in de rol van aannemer een aanbieding moeten maken voor het realiseren van een stuk snelweg. ['infrastructuur', 'aanbesteden', 'verduurzamen', 'co2', 'reductie']",1.0,0.7343750000000002,0.4530612244897959,0.75,0.3333333333333333,7
88,269,Module 4.1/4.2: Stad van de Toekomst (Bestaande minor),"Stedelijke ontwikkeling, Ruimte, Sociaal, Techniek","Het algemene doel van de minor is om het vermogen te ontwikkelen vooruitstrevende “ruimtelijke, sociale en / of technologische plannen, kortom interdisciplinaire plannen” te maken die een  antwoord formuleren op de stedelijke vraagstukken van de toekomst.","Het algemene doel van de minor is om het vermogen te ontwikkelen vooruitstrevende “ruimtelijke, sociale en / of technologische plannen, kortom interdisciplinaire plannen” te maken die een  antwoord formuleren op de stedelijke vraagstukken van de toekomst.",30,Tilburg,103,NLQF6,Nog nader te bepalen,"['stedelijke', 'ontwikkeling', 'ruimte', 'sociaal', 'techniek']",0.71,63,1,45,2025-12-16,"module 4.1/4.2: stad van de toekomst (bestaande minor) stedelijke ontwikkeling, ruimte, sociaal, techniek het algemene doel van de minor is om het vermogen te ontwikkelen vooruitstrevende “ruimtelijke, sociale en / of technologische plannen, kortom interdisciplinaire plannen” te maken die een  antwoord formuleren op de stedelijke vraagstukken van de toekomst. het algemene doel van de minor is om het vermogen te ontwikkelen vooruitstrevende “ruimtelijke, sociale en / of technologische plannen, kortom interdisciplinaire plannen” te maken die een  antwoord formuleren op de stedelijke vraagstukken van de toekomst. ['stedelijke', 'ontwikkeling', 'ruimte', 'sociaal', 'techniek']",1.0,0.640625,0.10816326530612247,0.0,0.4166666666666667,6
89,270,Module 4.1/4.2: Uitvoering CT (nieuwe minor),"Uitvoering, gebouwde omgeving",Studenten gaan aan de slag met het uitvoeren van een civieltechnisch of bouwkundig project,Studenten gaan aan de slag met het uitvoeren van een civieltechnisch of bouwkundig project,30,Den Bosch en Tilburg,104,NLQF6,Student kan een civiel project op een aantoonbaar duurzame manier uitvoeren,"['uitvoering', 'gebouwde', 'omgeving']",0.88,67,5,44,2025-12-20,"module 4.1/4.2: uitvoering ct (nieuwe minor) uitvoering, gebouwde omgeving studenten gaan aan de slag met het uitvoeren van een civieltechnisch of bouwkundig project studenten gaan aan de slag met het uitvoeren van een civieltechnisch of bouwkundig project ['uitvoering', 'gebouwde', 'omgeving']",1.0,0.9062500000000002,0.1163265306122449,1.0,0.39999999999999997,7
90,271,Minor CSBS ,"Adviseren, rapporteren, cultuur, exportplan, internationalisering",Studenten leren een duurzaam exportplan schrijven.,Studenten leren een duurzaam exportplan schrijven.,30,Den Bosch,101,NLQF6,Adviseren over een duurzaam exportplan,"['adviseren', 'rapporteren', 'cultuur', 'exportplan', 'internationalisering']",0.61,332,5,41,2025-12-18,"minor csbs  adviseren, rapporteren, cultuur, exportplan, internationalisering studenten leren een duurzaam exportplan schrijven. studenten leren een duurzaam exportplan schrijven. ['adviseren', 'rapporteren', 'cultuur', 'exportplan', 'internationalisering']",1.0,0.48437500000000006,0.6571428571428571,1.0,0.35000000000000003,2
91,272,Duurzame Business Modellen,"Duurzaamheid, business modellen, advisering",Studenten leren duurzame business modellen toe te passen,Studenten leren duurzame business modellen toe te passen,15,Den Bosch,101,NLQF5,Toepassen van en adviseren over duurzame business modellen,"['duurzaamheid', 'business', 'modellen', 'advisering']",0.38,369,1,78,2025-09-18,"duurzame business modellen duurzaamheid, business modellen, advisering studenten leren duurzame business modellen toe te passen studenten leren duurzame business modellen toe te passen ['duurzaamheid', 'business', 'modellen', 'advisering']",0.0,0.12500000000000006,0.7326530612244898,0.0,0.9666666666666668,5
92,273,Bossche Impact Studio - basis,"Desighn thinking, methode, ontwerp, toepassen",Studenten leren volgens de methodiek van design thinking een verbeterontwerp te maken.,Studenten leren volgens de methodiek van design thinking een verbeterontwerp te maken.,15,Den Bosch,101,NLQF5,Maken van een verbeterontwerp dor middel van Design Thinking,"['desighn', 'thinking', 'methode', 'ontwerp', 'toepassen']",0.76,183,4,46,2025-10-08,"bossche impact studio - basis desighn thinking, methode, ontwerp, toepassen studenten leren volgens de methodiek van design thinking een verbeterontwerp te maken. studenten leren volgens de methodiek van design thinking een verbeterontwerp te maken. ['desighn', 'thinking', 'methode', 'ontwerp', 'toepassen']",0.0,0.7187500000000002,0.35306122448979593,0.75,0.4333333333333333,1
93,274,Lean Yellow belt,"Lean, yellow belt, procesverbetering, advisering",Studenten behalen een yellow belt certificaat,Studenten behalen een yellow belt certificaat,15,Den Bosch,101,NLQF5,Behalen yellow belt certificaat,"['lean', 'yellow', 'belt', 'procesverbetering', 'advisering']",0.79,289,2,68,2025-12-08,"lean yellow belt lean, yellow belt, procesverbetering, advisering studenten behalen een yellow belt certificaat studenten behalen een yellow belt certificaat ['lean', 'yellow', 'belt', 'procesverbetering', 'advisering']",0.0,0.7656250000000002,0.5693877551020409,0.25,0.8,5
94,275,Doctor Business,"Bedrijfsanalyse, strategisch denken, advisering",Studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren,Studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren,15,Den Bosch,101,NLQF5,Strategisch advies geven over een bedrijfssituatie,"['bedrijfsanalyse', 'strategisch', 'denken', 'advisering']",0.66,123,5,32,2025-12-24,"doctor business bedrijfsanalyse, strategisch denken, advisering studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren ['bedrijfsanalyse', 'strategisch', 'denken', 'advisering']",0.0,0.5625000000000002,0.2306122448979592,1.0,0.2,1
95,276,Datadriven Business,"Digitalisering, datadriven, business, besluitvorming, onderzoek","Studenten leren om data te gebruiken als bron voor besluitvorming
Studenten leren datadriven business toepassen","Studenten leren om data te gebruiken als bron voor besluitvorming
Studenten leren datadriven business toepassen",15,Den Bosch,101,NLQF5,Toepassen van datadriven business bij organisatievraagstukken,"['digitalisering', 'datadriven', 'business', 'besluitvorming', 'onderzoek']",0.8,297,1,52,2025-09-15,"datadriven business digitalisering, datadriven, business, besluitvorming, onderzoek studenten leren om data te gebruiken als bron voor besluitvorming
studenten leren datadriven business toepassen studenten leren om data te gebruiken als bron voor besluitvorming
studenten leren datadriven business toepassen ['digitalisering', 'datadriven', 'business', 'besluitvorming', 'onderzoek']",0.0,0.7812500000000002,0.5857142857142857,0.0,0.5333333333333334,5
96,277,Arbeidsrecht,"juridisch, arbeidsrelaties, ethiek","Als HR professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. In de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  In deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering.","Als HR professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. In de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  In deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering.",15,Den Bosch,101,NLQF5,Nog te bepalen,"['juridisch', 'arbeidsrelaties', 'ethiek']",0.62,440,3,53,2025-11-03,"arbeidsrecht juridisch, arbeidsrelaties, ethiek als hr professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. in de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  in deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering. als hr professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. in de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  in deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering. ['juridisch', 'arbeidsrelaties', 'ethiek']",0.0,0.5,0.8775510204081634,0.5,0.55,1
97,278,"HRM voor niet-HRM-ers, of: Employee Experience Management","Employee Journey, Employee Experience, medewerkerstevredenheid, leidinggevenden, hrm",Studenten leren over de belangrijke bijdrage van Employee Experience aan een Duurzame Bedrijfsvoering; ideaal voor people managers in alle branches. ,Studenten leren over de belangrijke bijdrage van Employee Experience aan een Duurzame Bedrijfsvoering; ideaal voor people managers in alle branches. ,15,Breda en Den Bosch,101,NLQF5,"Na het volgen van deze module kan je met oog voor Employee Experience, de in- door- en uitstroom van medewerkers in organisaties zodanig te beinvloeden, dat zij optimaal & duurzaam bijdragen aan de doelstellingen van de organisatie.","['employee', 'journey', 'employee', 'experience', 'medewerkerstevredenheid', 'leidinggevenden', 'hrm']",0.64,351,1,60,2025-11-28,"hrm voor niet-hrm-ers, of: employee experience management employee journey, employee experience, medewerkerstevredenheid, leidinggevenden, hrm studenten leren over de belangrijke bijdrage van employee experience aan een duurzame bedrijfsvoering; ideaal voor people managers in alle branches.  studenten leren over de belangrijke bijdrage van employee experience aan een duurzame bedrijfsvoering; ideaal voor people managers in alle branches.  ['employee', 'journey', 'employee', 'experience', 'medewerkerstevredenheid', 'leidinggevenden', 'hrm']",0.0,0.5312500000000002,0.6959183673469388,0.0,0.6666666666666667,5
98,279,Talent Acquisition & Branding,"Branding, employer branding, personal branding, recruitment, loopbaanontwikkeling.",Employer Branding en Personal Branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan.,Employer Branding en Personal Branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan.,15,Den Bosch,101,NLQF5,"Je kan op basis van een analyse een passende branding strategie opstellen voor een organisatie, waarmee de organisatie haar wervingsstrategie kracht bij kan zetten.","['branding', 'employer', 'branding', 'personal', 'branding', 'recruitment', 'loopbaanontwikkeling']",0.58,160,3,54,2025-12-28,"talent acquisition & branding branding, employer branding, personal branding, recruitment, loopbaanontwikkeling. employer branding en personal branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan. employer branding en personal branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan. ['branding', 'employer', 'branding', 'personal', 'branding', 'recruitment', 'loopbaanontwikkeling']",0.0,0.43750000000000006,0.30612244897959184,0.5,0.5666666666666667,1
99,280,Future of …. (Finance),"Future, Technologie, Data, Duurzaam, Economisch Domein","Trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. In deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk.","Trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. In deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk.",30,Breda en Den Bosch,101,NLQF5,"1. Je zet acties uit bij een organisatie gericht op een trend op het gebied van finance, zodanig dat de organisatie op basis daarvan beslissingen kan nemen.
2. Je maakt de impact van een trend op het gebied van finance inzichtelijk voor verschillende doelgroepen.","['future', 'technologie', 'data', 'duurzaam', 'economisch', 'domein']",0.32,459,4,20,2025-12-10,"future of …. (finance) future, technologie, data, duurzaam, economisch domein trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. in deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk. trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. in deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk. ['future', 'technologie', 'data', 'duurzaam', 'economisch', 'domein']",1.0,0.031250000000000056,0.916326530612245,0.75,0.0,2
100,281,Financieel economische criminaliteit,"Criminaliteit, fraude, witwassen, bestrijding","In deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. De student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. De student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit. ","In deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. De student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. De student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit. ",15,Den Bosch,101,NLQF5,"1. De student herkent signalen van mogelijke financieel economische criminaliteit binnen organisaties.
2. De student onderneemt de juiste stappen, indien hij/zij signalen van mogelijke financieel economische criminaliteit oppikt.","['criminaliteit', 'fraude', 'witwassen', 'bestrijding']",0.37,136,2,40,2025-09-28,"financieel economische criminaliteit criminaliteit, fraude, witwassen, bestrijding in deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. de student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. de student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit.  in deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. de student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. de student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit.  ['criminaliteit', 'fraude', 'witwassen', 'bestrijding']",0.0,0.10937500000000006,0.2571428571428571,0.25,0.3333333333333333,5
101,282,"Duurzaamheid/ CSRD/ circulariteit, ",Duurzame economie,In deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. Integrated reporting zoals ook voorgeschreven door CSRD  is een middel hiervoor.,In deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. Integrated reporting zoals ook voorgeschreven door CSRD  is een middel hiervoor.,15,Den Bosch,101,NLQF5,De student leert wat duurzaam ondernemen is obv de CSRD. Hij weet de Kpi's die daarbij horen te vertalen naar duurzame bedrijfsmodellen en -processen.,"['duurzame', 'economie']",0.32,164,1,67,2025-11-13,"duurzaamheid/ csrd/ circulariteit,  duurzame economie in deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. integrated reporting zoals ook voorgeschreven door csrd  is een middel hiervoor. in deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. integrated reporting zoals ook voorgeschreven door csrd  is een middel hiervoor. ['duurzame', 'economie']",0.0,0.031250000000000056,0.3142857142857143,0.0,0.7833333333333334,5
102,283,Safety First,"sociale veiligheid, fysieke veiligheid, risico's",Het organiseren van sociale en fysieke veilige werk- of leefomgeving,Het organiseren van sociale en fysieke veilige werk- of leefomgeving,15,Den Bosch,101,NLQF5,Het organiseren van sociale en fysieke veilige werk- of leefomgeving,"['sociale', 'veiligheid', 'fysieke', 'veiligheid', 'risicos']",0.71,499,5,74,2025-10-09,"safety first sociale veiligheid, fysieke veiligheid, risico's het organiseren van sociale en fysieke veilige werk- of leefomgeving het organiseren van sociale en fysieke veilige werk- of leefomgeving ['sociale', 'veiligheid', 'fysieke', 'veiligheid', 'risicos']",0.0,0.640625,0.9979591836734694,1.0,0.9000000000000001,1
103,289,"Studio Impact experiment, samenwerking ABE ATix, ACI?","talentontwikkeling, interdisciplinair samenwerken, etisch handelen, real-life cases,  duurzaamheid.","In Studio Impact draait alles om jouw persoonlijke ontwikkeling en groei. Hoe vergroot jij jouw impact? We dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. Stap voor stap groei je door te experimenteren, creëren en reflecteren.

In onze werkomgeving creëer je vanuit een stevige theoretische basis.(SDG’s het zes kapitalen model, het Tripple layerd Business Model Canvas en de inner development goals) prototypes met impact Deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

Je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. Meervoudige waardecreatie staat centraal. Tijdens de module doorloop je meerdere projcten van 1 of 2 weken. Je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm","In Studio Impact draait alles om jouw persoonlijke ontwikkeling en groei. Hoe vergroot jij jouw impact? We dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. Stap voor stap groei je door te experimenteren, creëren en reflecteren.

In onze werkomgeving creëer je vanuit een stevige theoretische basis.(SDG’s het zes kapitalen model, het Tripple layerd Business Model Canvas en de inner development goals) prototypes met impact Deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

Je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. Meervoudige waardecreatie staat centraal. Tijdens de module doorloop je meerdere projcten van 1 of 2 weken. Je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm",15,Breda,105,NLQF5,"De student demonstreert persoonlijke groei op de vijf ""Inner Development Goals"", waardoor hij in staat is om door interdisciplinair te experimenteren en te creëren op ethische en duurzame wijze tot meervoudige waardecreatie te komen. (uitkomsten kunnen vertalen naar het zes capitalen model of waardecreatiemodel van het IIRC).","['talentontwikkeling', 'interdisciplinair', 'samenwerken', 'etisch', 'handelen', 'reallife', 'cases', 'duurzaamheid']",0.5,395,4,25,2025-10-27,"studio impact experiment, samenwerking abe atix, aci? talentontwikkeling, interdisciplinair samenwerken, etisch handelen, real-life cases,  duurzaamheid. in studio impact draait alles om jouw persoonlijke ontwikkeling en groei. hoe vergroot jij jouw impact? we dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. stap voor stap groei je door te experimenteren, creëren en reflecteren.

in onze werkomgeving creëer je vanuit een stevige theoretische basis.(sdg’s het zes kapitalen model, het tripple layerd business model canvas en de inner development goals) prototypes met impact deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. meervoudige waardecreatie staat centraal. tijdens de module doorloop je meerdere projcten van 1 of 2 weken. je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm in studio impact draait alles om jouw persoonlijke ontwikkeling en groei. hoe vergroot jij jouw impact? we dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. stap voor stap groei je door te experimenteren, creëren en reflecteren.

in onze werkomgeving creëer je vanuit een stevige theoretische basis.(sdg’s het zes kapitalen model, het tripple layerd business model canvas en de inner development goals) prototypes met impact deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. meervoudige waardecreatie staat centraal. tijdens de module doorloop je meerdere projcten van 1 of 2 weken. je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm ['talentontwikkeling', 'interdisciplinair', 'samenwerken', 'etisch', 'handelen', 'reallife', 'cases', 'duurzaamheid']",0.0,0.31250000000000006,0.7857142857142858,0.75,0.08333333333333337,1
